syslog_key|data_source_id|syslog_id|device_type1_key|authentityid|severity_number|severity|syslogtimestamp|syslogdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|devicename|deviceip|proxyip|description|mnemonic|facility|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|count
186189|172.25.124.244|598361|4|185332|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186192|172.25.124.244|598364|5|185333|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186187|172.25.124.244|598359|0|9470461|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
186174|172.25.124.244|598346|2|185234|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186157|172.25.124.244|598329|19|9470510|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186213|172.25.124.244|598385|7|185335|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186205|172.25.124.244|598377|3|185283|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186152|172.25.124.244|598324|1|185185|2|Critical|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186200|172.25.124.244|598372|3|185283|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186165|172.25.124.244|598337|6|185334|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186164|172.25.124.244|598336|5|185333|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186163|172.25.124.244|598335|4|185332|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186162|172.25.124.244|598334|0|9470461|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186208|172.25.124.244|598380|7|185335|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186158|172.25.124.244|598330|2|185234|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186145|172.25.124.244|598317|1|185185|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186144|172.25.124.244|598316|19|9470510|7|Debug|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186215|172.25.124.244|598387|7|185335|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System emergency  Critical issue, system is Down|DOWN|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186182|172.25.124.244|598354|2|185234|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System emergency  Critical issue, system is Down|DOWN|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186161|172.25.124.244|598333|19|9470510|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System emergency  Critical issue, system is Down|DOWN|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186207|172.25.124.244|598379|3|185283|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System emergency  Critical issue, system is Down|DOWN|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186195|172.25.124.244|598367|0|9470461|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186156|172.25.124.244|598328|1|185185|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System emergency  Critical issue, system is Down|DOWN|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186197|172.25.124.244|598369|4|185332|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System emergency  Critical issue, system is Down|DOWN|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186198|172.25.124.244|598370|6|185334|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System emergency  Critical issue, system is Down|DOWN|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186199|172.25.124.244|598371|5|185333|0|Emergency|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System emergency  Critical issue, system is Down|DOWN|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186149|172.25.124.244|598321|1|185185|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186153|172.25.124.244|598325|19|9470510|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186167|172.25.124.244|598339|2|185234|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186211|172.25.124.244|598383|7|185335|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186203|172.25.124.244|598375|3|185283|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186184|172.25.124.244|598356|4|185332|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186179|172.25.124.244|598351|0|9470461|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
186183|172.25.124.244|598355|6|185334|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186180|172.25.124.244|598352|5|185333|3|Error|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186150|172.25.124.244|598322|1|185185|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186204|172.25.124.244|598376|3|185283|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186155|172.25.124.244|598327|19|9470510|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186188|172.25.124.244|598360|5|185333|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186186|172.25.124.244|598358|4|185332|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186185|172.25.124.244|598357|6|185334|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186181|172.25.124.244|598353|0|9470461|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
186170|172.25.124.244|598342|2|185234|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186212|172.25.124.244|598384|7|185335|6|Informational|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186168|172.25.124.244|598340|0|9470461|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186169|172.25.124.244|598341|4|185332|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186160|172.25.124.244|598332|2|185234|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186171|172.25.124.244|598343|6|185334|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186201|172.25.124.244|598373|3|185283|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186172|172.25.124.244|598344|5|185333|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186147|172.25.124.244|598319|1|185185|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186146|172.25.124.244|598318|19|9470510|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186209|172.25.124.244|598381|7|185335|5|Notice|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186148|172.25.124.244|598320|1|185185|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186210|172.25.124.244|598382|7|185335|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186151|172.25.124.244|598323|19|9470510|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186202|172.25.124.244|598374|3|185283|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186166|172.25.124.244|598338|2|185234|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186173|172.25.124.244|598345|0|9470461|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
186177|172.25.124.244|598349|6|185334|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186175|172.25.124.244|598347|4|185332|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186176|172.25.124.244|598348|5|185333|4|Warning|2015-08-23 00:01:35|2015-08-23|23|8|3|2015|34|2015|0|1|35|96|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
