syslog_key|data_source_id|syslog_id|device_type1_key|authentityid|severity_number|severity|syslogtimestamp|syslogdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|devicename|deviceip|proxyip|description|mnemonic|facility|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|count
19|172.25.124.232|91|0|185283|2|Critical|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
49|172.25.124.232|121|0|185335|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
53|172.25.124.232|125|0|185337|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
20|172.25.124.232|92|0|185339|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
65|172.25.124.232|137|0|185338|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
1|172.25.124.232|73|0|185332|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
2|172.25.124.232|74|0|185334|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
81|172.25.124.232|153|0|185336|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
66|172.25.124.232|138|0|185185|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
5|172.25.124.232|77|0|185234|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
4|172.25.124.232|76|0|185283|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
3|172.25.124.232|75|0|185333|7|Debug|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
88|172.25.124.232|160|0|185336|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
24|172.25.124.232|96|0|185283|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
80|172.25.124.232|152|0|185185|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
79|172.25.124.232|151|0|185338|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
36|172.25.124.232|108|0|185334|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
37|172.25.124.232|109|0|185333|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
38|172.25.124.232|110|0|185234|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
41|172.25.124.232|113|0|185339|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
64|172.25.124.232|136|0|185337|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
58|172.25.124.232|130|0|185335|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
48|172.25.124.232|120|0|185332|0|Emergency|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
16|172.25.124.232|88|0|185333|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
71|172.25.124.232|143|0|185338|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
33|172.25.124.232|105|0|185339|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
60|172.25.124.232|132|0|185337|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
52|172.25.124.232|124|0|185335|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
84|172.25.124.232|156|0|185336|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
21|172.25.124.232|93|0|185334|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
72|172.25.124.232|144|0|185185|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
12|172.25.124.232|84|0|185283|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
14|172.25.124.232|86|0|185234|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
44|172.25.124.232|116|0|185332|3|Error|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
23|172.25.124.232|95|0|185333|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
61|172.25.124.232|133|0|185337|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
85|172.25.124.232|157|0|185336|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
27|172.25.124.232|99|0|185334|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
18|172.25.124.232|90|0|185234|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
74|172.25.124.232|146|0|185185|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
35|172.25.124.232|107|0|185339|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
54|172.25.124.232|126|0|185335|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
73|172.25.124.232|145|0|185338|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
15|172.25.124.232|87|0|185283|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
45|172.25.124.232|117|0|185332|6|Informational|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
8|172.25.124.232|80|0|185234|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
6|172.25.124.232|78|0|185334|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
7|172.25.124.232|79|0|185283|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
9|172.25.124.232|81|0|185333|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
28|172.25.124.232|100|0|185339|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
82|172.25.124.232|154|0|185336|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
42|172.25.124.232|114|0|185332|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
50|172.25.124.232|122|0|185335|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
68|172.25.124.232|140|0|185185|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
67|172.25.124.232|139|0|185338|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
56|172.25.124.232|128|0|185337|5|Notice|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
83|172.25.124.232|155|0|185336|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
70|172.25.124.232|142|0|185185|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
69|172.25.124.232|141|0|185338|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
59|172.25.124.232|131|0|185337|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
51|172.25.124.232|123|0|185335|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
10|172.25.124.232|82|0|185283|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
11|172.25.124.232|83|0|185234|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
13|172.25.124.232|85|0|185333|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
43|172.25.124.232|115|0|185332|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
29|172.25.124.232|101|0|185339|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
17|172.25.124.232|89|0|185334|4|Warning|2015-08-26 15:14:19|2015-08-26|26|8|3|2015|35|2015|15|14|19|54860|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
