data_source_id|device_type1_key|authentityid|severity_number|severity|notificationdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|classname|category|displayname|description|source|eventtype|nttyaddrss7_address|generatedby|elementname|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|count
172.25.124.232|0|181185|5|Cleared|2015-08-26|26|8|3|2015|35|2015|15|ThresholdEvent|Routers|Cisco_10.114.8.6(10.114.8.6)|Device Cisco_10.114.8.6/cpu R0/0: value of CPU Utilization = 320 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.6|TV_CPU_UTILIZATION|10.114.8.6|Wired Switch|cpu R0/0|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181183|5|Cleared|2015-08-26|26|8|3|2015|35|2015|15|ThresholdEvent|Routers|Cisco_10.114.8.3(10.114.8.3)|Device Cisco_10.114.8.3 value of Environment Temperature = 93 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.3|TV_ENV_TEMP|10.114.8.3|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181182|5|Cleared|2015-08-26|26|8|3|2015|35|2015|15|ThresholdEvent|Routers|Cisco_10.114.8.2(10.114.8.2)|Device Cisco_10.114.8.2 value of Environment Temperature = 104 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.2|TV_ENV_TEMP|10.114.8.2|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181188|5|Cleared|2015-08-26|26|8|3|2015|35|2015|15|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.13(10.114.8.13)|Device Cisco_10.114.8.13/CPU 1: value of CPU Utilization = 227 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.13|TV_CPU_UTILIZATION|10.114.8.13|Wired Switch|CPU 1|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181188|5|Cleared|2015-08-26|26|8|3|2015|35|2015|15|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.13(10.114.8.13)|Device Cisco_10.114.8.13 value of Environment Temperature = 130 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.13|TV_ENV_TEMP|10.114.8.13|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Adhoc Rogue|Adhoc Rogue54:9f:13:31:93:11|Adhoc Rogue '54:9f:13:31:93:11' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-60'. |RogueAp!54:9f:13:31:93:11|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Adhoc Rogue|Adhoc Rogue44:6d:57:36:4b:d3|Adhoc Rogue '44:6d:57:36:4b:d3' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-58'. |RogueAp!44:6d:57:36:4b:d3|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Adhoc Rogue|Adhoc Rogue78:fd:94:0f:6c:31|Adhoc Rogue '78:fd:94:0f:6c:31' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-68'. |RogueAp!78:fd:94:0f:6c:31|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP 88:f0:31:47:b3:7f|Rogue AP '88:f0:31:47:b3:7f' with SSID 'Wlan' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-50'. |RogueAp!88:f0:31:47:b3:7f|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP 44:e4:d9:41:8c:8c|Rogue AP '44:e4:d9:41:8c:8c' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-78'. |RogueAp!44:e4:d9:41:8c:8c|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP c8:f9:f9:5b:03:61|Rogue AP 'c8:f9:f9:5b:03:61' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-77'. |RogueAp!c8:f9:f9:5b:03:61|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP c8:f9:f9:5b:03:63|Rogue AP 'c8:f9:f9:5b:03:63' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-77'. |RogueAp!c8:f9:f9:5b:03:63|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP c8:f9:f9:5b:03:60|Rogue AP 'c8:f9:f9:5b:03:60' with SSID 'blizzard' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-77'. |RogueAp!c8:f9:f9:5b:03:60|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP c8:f9:f9:5b:03:62|Rogue AP 'c8:f9:f9:5b:03:62' with SSID 'internet' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-77'. |RogueAp!c8:f9:f9:5b:03:62|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185344|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP 04:c5:a4:09:40:a1|Rogue AP '04:c5:a4:09:40:a1' with SSID '' is detected by AP 'APf4cf.e2ff.50bf' Radio type 'Unknown' with RSSI '-79'. |RogueAp!04:c5:a4:09:40:a1|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185342|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP f4:ea:67:0b:00:3f|Rogue AP 'f4:ea:67:0b:00:3f' with SSID '' is detected by AP 'AP881d.fca9.3e78' Radio type 'Unknown' with RSSI '-88'. |RogueAp!f4:ea:67:0b:00:3f|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185344|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP 04:c5:a4:09:40:a2|Rogue AP '04:c5:a4:09:40:a2' with SSID 'internet' is detected by AP 'APf4cf.e2ff.50bf' Radio type 'Unknown' with RSSI '-78'. |RogueAp!04:c5:a4:09:40:a2|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|185344|3|Minor|2015-08-26|26|8|3|2015|35|2015|15|RogueApEvent|Rogue AP|Rogue AP 00:3a:98:08:77:6b|Rogue AP '00:3a:98:08:77:6b' with SSID 'alpha' is detected by AP 'APf4cf.e2ff.50bf' Radio type 'Unknown' with RSSI '-89'. |RogueAp!00:3a:98:08:77:6b|UNCLASSIFIED_ROGUE_AP_DETECTED|172.25.124.196|Nms|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181183|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.3|Port 'GigabitEthernet2/1' is up on device '10.114.8.3'.|10.114.8.3|LINK_UP|10.114.8.3|Wired Switch|GigabitEthernet2/1|187459|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181183|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.3|Port 'GigabitEthernet2/2' is up on device '10.114.8.3'.|10.114.8.3|LINK_UP|10.114.8.3|Wired Switch|GigabitEthernet2/2|187460|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181181|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/1' is up on device '10.114.8.1'.|10.114.8.1|LINK_UP|10.114.8.1|Wired Switch|GigabitEthernet2/1|187566|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181184|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.5|Port 'TenGigabitEthernet0/1/0' is up on device '10.114.8.5'.|10.114.8.5|LINK_UP|10.114.8.5|Wired Switch|TenGigabitEthernet0/1/0|187726|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181184|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.5|Port 'TenGigabitEthernet0/0/0' is up on device '10.114.8.5'.|10.114.8.5|LINK_UP|10.114.8.5|Wired Switch|TenGigabitEthernet0/0/0|187741|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181185|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.6|Port 'TenGigabitEthernet0/1/0' is up on device '10.114.8.6'.|10.114.8.6|LINK_UP|10.114.8.6|Wired Switch|TenGigabitEthernet0/1/0|187751|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181186|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.9|Port 'GigabitEthernet0/8' is up on device '10.114.8.9'.|10.114.8.9|LINK_UP|10.114.8.9|Wired Switch|GigabitEthernet0/8|187761|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181186|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.9|Port 'GigabitEthernet0/9' is up on device '10.114.8.9'.|10.114.8.9|LINK_UP|10.114.8.9|Wired Switch|GigabitEthernet0/9|187760|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181185|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.6|Port 'TenGigabitEthernet0/0/0' is up on device '10.114.8.6'.|10.114.8.6|LINK_UP|10.114.8.6|Wired Switch|TenGigabitEthernet0/0/0|187750|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181182|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.2|Port 'GigabitEthernet2/1' is up on device '10.114.8.2'.|10.114.8.2|LINK_UP|10.114.8.2|Wired Switch|GigabitEthernet2/1|187315|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181182|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.2|Port 'GigabitEthernet2/2' is up on device '10.114.8.2'.|10.114.8.2|LINK_UP|10.114.8.2|Wired Switch|GigabitEthernet2/2|187316|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181181|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/2' is up on device '10.114.8.1'.|10.114.8.1|LINK_UP|10.114.8.1|Wired Switch|GigabitEthernet2/2|187565|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181187|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.10|Port 'GigabitEthernet0/8' is up on device '10.114.8.10'.|10.114.8.10|LINK_UP|10.114.8.10|Wired Switch|GigabitEthernet0/8|187801|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181187|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.10|Port 'GigabitEthernet0/9' is up on device '10.114.8.10'.|10.114.8.10|LINK_UP|10.114.8.10|Wired Switch|GigabitEthernet0/9|187794|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181181|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Routers|Cisco_10.114.8.1(10.114.8.1)|Device Cisco_10.114.8.1/CPU of Switching Processor 5: value of CPU Utilization = 112 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.1|TV_CPU_UTILIZATION|10.114.8.1|Wired Switch|CPU of Switching Processor 5|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181183|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Routers|Cisco_10.114.8.3(10.114.8.3)|Device Cisco_10.114.8.3/CPU of Switching Processor 5: value of CPU Utilization = 166 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.3|TV_CPU_UTILIZATION|10.114.8.3|Wired Switch|CPU of Switching Processor 5|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181181|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Routers|Cisco_10.114.8.1(10.114.8.1)|Device Cisco_10.114.8.1 value of Environment Temperature = 195 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.1|TV_ENV_TEMP|10.114.8.1|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181188|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'null' is up on device '10.114.8.13'.|10.114.8.13|LINK_UP|10.114.8.13|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181188|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'Vlan1' is up on device '10.114.8.13'.|10.114.8.13|LINK_UP|10.114.8.13|Wired Switch|Vlan1|187835|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181190|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'Vlan1' is up on device '10.114.8.17'.|10.114.8.17|LINK_UP|10.114.8.17|Wired Switch|Vlan1|187971|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181190|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'null' is up on device '10.114.8.17'.|10.114.8.17|LINK_UP|10.114.8.17|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181189|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'Vlan1' is up on device '10.114.8.14'.|10.114.8.14|LINK_UP|10.114.8.14|Wired Switch|Vlan1|187889|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181189|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'null' is up on device '10.114.8.14'.|10.114.8.14|LINK_UP|10.114.8.14|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181191|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.18|Port 'Vlan1' is up on device '10.114.8.18'.|10.114.8.18|LINK_UP|10.114.8.18|Wired Switch|Vlan1|188027|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181191|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Switches and Hubs|10.114.8.18|Port 'null' is up on device '10.114.8.18'.|10.114.8.18|LINK_UP|10.114.8.18|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181189|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.14(10.114.8.14)|Device Cisco_10.114.8.14/CPU 1: value of CPU Utilization = 421 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.14|TV_CPU_UTILIZATION|10.114.8.14|Wired Switch|CPU 1|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181190|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.17(10.114.8.17)|Device Cisco_10.114.8.17/CPU 1: value of CPU Utilization = 144 violated the set threshold: 90 - Automonitoring - Device Health |10.114.8.17|TV_CPU_UTILIZATION|10.114.8.17|Wired Switch|CPU 1|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181191|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.18(10.114.8.18)|Device Cisco_10.114.8.18 value of Environment Temperature = 156 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.18|TV_ENV_TEMP|10.114.8.18|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181190|5|Cleared|2015-08-26|26|8|3|2015|35|2015|16|ThresholdEvent|Switches and Hubs|Cisco_10.114.8.17(10.114.8.17)|Device Cisco_10.114.8.17 value of Environment Temperature = 190 violated the set threshold: 80 - Automonitoring - Device Health |10.114.8.17|TV_ENV_TEMP|10.114.8.17|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
172.25.124.232|0|181181|1|Critical|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/1' is down on device '10.114.8.1'.|10.114.8.1|LINK_DOWN|10.114.8.1|Wired Switch|GigabitEthernet2/1|187566|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
172.25.124.232|0|181181|1|Critical|2015-08-26|26|8|3|2015|35|2015|16|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/2' is down on device '10.114.8.1'.|10.114.8.1|LINK_DOWN|10.114.8.1|Wired Switch|GigabitEthernet2/2|187565|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|4
